antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.01978368634520054,0.045110410094637225,0.011716989634970707,0.592255125284738,13.129012217850486,1.0,0.010824539430755035,2.341880055689688,0.9424785067353224,0.22033898305084745,0.5729926485472809,0.42599769251249886
['HAND WARMER SCOTTY DOG DESIGN'],['HAND WARMER OWL DESIGN'],0.021406038756196486,0.026273095989184318,0.012663361874718341,0.591578947368421,22.516529746321204,1.0,0.01210095896372859,2.384125151572873,0.9764909868459327,0.36164736164736166,0.5805589319250827,0.5367843278866118
['ALARM CLOCK BAKELIKE RED '],['ALARM CLOCK BAKELIKE GREEN'],0.040874267688147815,0.03645786390265886,0.024155024785939613,0.5909592061742006,16.20937550680533,1.0,0.02266483629744427,2.3556137936395913,0.9782943748110922,0.45423728813559316,0.5754821937704275,0.6267527798485342
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.023569175304191076,0.04285714285714286,0.013925191527715187,0.5908221797323137,13.785850860420652,1.0,0.012915084014678427,2.3391855807743664,0.9498490165125167,0.26523605150214596,0.5725007847949546,0.45787165768950067
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG SPACEBOY DESIGN '],0.02726453357368184,0.045110410094637225,0.016043262730959892,0.5884297520661157,13.044211986360747,1.0,0.0148133484404121,2.3201132606134314,0.9492176214755877,0.2848,0.568986558985658,0.47203705385523564
['BATHROOM METAL SIGN'],['TOILET METAL SIGN'],0.017485353762956287,0.013835060838215412,0.010229833258224425,0.5850515463917525,42.287602001410384,1.0,0.009987922325136206,2.3765962508992073,0.9937280942984253,0.485042735042735,0.5792301701975501,0.6622326135867558
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.023884632717440287,0.04835511491662911,0.013925191527715187,0.5830188679245284,12.057025796127945,1.0,0.012770247367921882,2.2822252900189444,0.9395004288100595,0.23879443585780527,0.5618311634818054,0.4354982503648737
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",['REGENCY CAKESTAND 3 TIER'],0.021225777377196935,0.08490310950878774,0.01234790446146913,0.5817409766454352,6.851821800298412,1.0,0.01054576996040383,2.18787124579371,0.8725744857256067,0.13166746756367131,0.5429347124870584,0.363588110403397
['RED KITCHEN SCALES'],['IVORY KITCHEN SCALES'],0.021045515998197387,0.028346101847679134,0.01216764308246958,0.5781584582441113,20.396400935511654,1.0,0.011571084742547717,2.3033622864829124,0.9714156867358542,0.32687651331719125,0.5658520564183864,0.503705620219035
['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE GREEN'],0.021631365479945923,0.03645786390265886,0.012438035150968904,0.575,15.771631644004943,1.0,0.011649401772272363,2.2671579672878615,0.9573027857328821,0.27245804540967417,0.5589191338103924,0.4580809641532756
['WOODEN FRAME ANTIQUE WHITE '],['WOODEN PICTURE FRAME WHITE FINISH'],0.03722397476340694,0.04028841820639928,0.021360973411446597,0.5738498789346247,14.243544534182687,1.0,0.019861278348874006,2.2520504731861197,0.9657414934386249,0.38041733547351525,0.5559602185179997,0.552025610608252
"['LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG PINK POLKADOT'],0.017800811176205498,0.04285714285714286,0.010139702568724651,0.569620253164557,13.29113924050633,1.0,0.009376810661172987,2.223949579831933,0.9415217557543779,0.20071364852809992,0.5503495182316267,0.40310665655073274
['HOT WATER BOTTLE I AM SO POORLY'],['CHOCOLATE HOT WATER BOTTLE'],0.02298332582244254,0.031861198738170345,0.013068949977467327,0.5686274509803921,17.84701999611726,1.0,0.012336673665774364,2.244321766561514,0.966174131568902,0.31283710895361383,0.554431091432989,0.48940566325540114
"['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",['REGENCY CAKESTAND 3 TIER'],0.025101397025687245,0.08490310950878774,0.014240648940964398,0.5673249551166967,6.682028001082537,1.0,0.012109462280468915,2.1149749709693166,0.8722392594061932,0.1487058823529412,0.5271811658642519,0.3675265964543144
"['LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG  BLACK SKULL.'],0.017800811176205498,0.04835511491662911,0.010094637223974764,0.5670886075949367,11.727582667783455,1.0,0.009233876953940132,2.1982440327949213,0.9313089912496314,0.18006430868167206,0.5450914525042215,0.38792454610874516
"['LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN ']",['LUNCH BAG  BLACK SKULL.'],0.01775574583145561,0.04835511491662911,0.010049571879224875,0.565989847715736,11.70485994483894,1.0,0.009190990749114381,2.1926788580283514,0.9310977371089607,0.17926045016077166,0.543936862282151,0.3869091829445409
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.020955385308697613,0.04835511491662911,0.01185218566922037,0.5655913978494623,11.696619867921314,1.0,0.010838885604496055,2.1906676810087498,0.9340792047150038,0.20627450980392156,0.5435181663247416,0.4053492869955606
['ROUND SNACK BOXES SET OF 4 FRUITS '],['ROUND SNACK BOXES SET OF4 WOODLAND '],0.02131590806669671,0.02757999098693105,0.01203244704821992,0.5644820295983087,20.46708535422626,1.0,0.011444554495862173,2.232789632345542,0.9718570808453793,0.3264058679706601,0.5521297727679335,0.5003782697011152
['JUMBO STORAGE BAG SUKI'],['JUMBO BAG RED RETROSPOT'],0.03564668769716088,0.0740423614240649,0.01996394772420009,0.5600505689001265,7.563920951852591,1.0,0.017324582790156137,2.104691069291853,0.8998708511199179,0.22250125565042692,0.5248708874236534,0.4148396484184138
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],0.021045515998197387,0.044569625957638574,0.011762054979720596,0.5588865096359743,12.539627551893094,1.0,0.010824064203595439,2.1659513819309844,0.9400363652205415,0.21841004184100424,0.5383091197972865,0.4113947209453886
['HAND WARMER BIRD DESIGN'],['HAND WARMER OWL DESIGN'],0.021631365479945923,0.026273095989184318,0.012077512392969806,0.5583333333333333,21.251143510577474,1.0,0.011509189451338058,2.204664688326375,0.9740129385316623,0.3371069182389937,0.5464162848459604,0.5090122927387078
['JUMBO BAG SPACEBOY DESIGN'],['JUMBO BAG RED RETROSPOT'],0.021721496169445697,0.0740423614240649,0.012122577737719693,0.558091286307054,7.537459308066663,1.0,0.010514266867670154,2.095359538937093,0.8865873030551498,0.14493534482758622,0.5227549346938009,0.3609080898972884
['JUMBO  BAG BAROQUE BLACK WHITE'],['JUMBO BAG RED RETROSPOT'],0.029878323569175306,0.0740423614240649,0.016674177557458314,0.5580693815987933,7.5371634678498,1.0,0.01446191592500428,2.095255680463634,0.8940364018033921,0.19111570247933884,0.5227312784190987,0.39163359524248853
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.020594862550698513,0.04285714285714286,0.01149166291122127,0.5579868708971553,13.019693654266955,1.0,0.010609025944762762,2.165417256011315,0.9426061208084209,0.2211621856027753,0.5381952382507592,0.41306283607949246
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']","['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",0.01946822893195133,0.021225777377196935,0.010860748084722848,0.5578703703703703,26.282682629550994,1.0,0.010447519791484946,2.2137720637332508,0.981051468072601,0.3640483383685801,0.5482823112720898,0.5347738263741448
['LUNCH BAG PINK POLKADOT'],['LUNCH BAG RED RETROSPOT'],0.04285714285714286,0.05989184317260027,0.023884632717440287,0.5573080967402734,9.305242036619012,1.0,0.02131783943861456,2.123617237869019,0.932497887918896,0.3028571428571429,0.5291053480977262,0.47805209201197263
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.020594862550698513,0.04835511491662911,0.011446597566471383,0.5557986870897155,11.494103323877713,1.0,0.010450730621140176,2.1423729678970465,0.9321973442179987,0.19905956112852669,0.5332278669565178,0.39625908259425197
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG WOODLAND'],0.02118071203244705,0.03780982424515548,0.011716989634970707,0.553191489361702,14.630892906956099,1.0,0.010916150635636633,2.1534732504989376,0.9518115172120696,0.24785510009532882,0.5356338882926406,0.43154210940075566
"['JUMBO BAG STRAWBERRY', 'JUMBO BAG RED RETROSPOT']",['JUMBO BAG PINK POLKADOT'],0.019017575484452456,0.039837764758900406,0.010500225326723749,0.5521327014218009,13.859530140893396,1.0,0.0097426076282895,2.1438543030251007,0.9458349697867328,0.21714818266542404,0.533550391652575,0.4078536810276425
['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE GREEN'],0.028346101847679134,0.03645786390265886,0.015502478593961243,0.5468998410174881,15.000874502074241,1.0,0.014469040270627651,2.126554398614834,0.9605655074892976,0.31444241316270566,0.5297557397772817,0.48605807872876877
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.02118071203244705,0.04835511491662911,0.011581793600721046,0.5468085106382978,11.30818345858698,1.0,0.01055759783637604,2.099873690090067,0.931293935550444,0.19984447900466565,0.5237808803837585,0.3931619440423549
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.01978368634520054,0.04285714285714286,0.010815682739972961,0.5466970387243736,12.75626423690205,1.0,0.009967810468035795,2.1114860014357504,0.9402079214748746,0.20869565217391306,0.5263998912045694,0.39953148466187133
['JUMBO BAG PINK VINTAGE PAISLEY'],['JUMBO BAG RED RETROSPOT'],0.027670121676430823,0.0740423614240649,0.015096890491212258,0.5456026058631922,7.3687899112016035,1.0,0.013048129341398115,2.0377705737835994,0.888888151013564,0.17429760665972946,0.5092676217503399,0.3747489596570982
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],0.018521856692203697,0.04285714285714286,0.010049571879224875,0.5425790754257906,12.660178426601782,1.0,0.009255778020987574,2.092477203647416,0.9383929514525964,0.19578577699736607,0.5220975414896319,0.38853454297051887
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],0.018521856692203697,0.044569625957638574,0.010049571879224875,0.5425790754257906,12.173740832859751,1.0,0.009224059654412371,2.088733424103247,0.9351771989185286,0.18946474086661003,0.5212409642799063,0.38402967927002374
['GREEN REGENCY TEACUP AND SAUCER'],"['PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.03303289770166742,0.020324470482199188,0.017890941865705272,0.5416098226466576,26.648164001173686,1.0,0.017219565711426226,2.137208818858774,0.9953533685612687,0.5044472681067345,0.532100002968367,0.7109379490173421
['LARGE WHITE HEART OF WICKER'],['SMALL WHITE HEART OF WICKER'],0.023479044614691302,0.02640829202343398,0.01270842721946823,0.5412667946257198,20.496092444956865,1.0,0.012088385752852227,2.12234845127946,0.9740806963832701,0.34181818181818185,0.5288238369165303,0.5112477317838496
['PINK REGENCY TEACUP AND SAUCER'],['REGENCY CAKESTAND 3 TIER'],0.026633618747183417,0.08490310950878774,0.014375844975214061,0.5397631133671743,6.357401000858598,1.0,0.012114567926106646,1.9883171407364209,0.8657613749388433,0.14795918367346939,0.4970621237869397,0.35454185392350224
['ROSES REGENCY TEACUP AND SAUCER '],['PINK REGENCY TEACUP AND SAUCER'],0.037674628210905815,0.026633618747183417,0.020324470482199188,0.5394736842105262,20.255365571288625,1.0,0.019321058797988042,2.1135955707204013,0.9878471389378126,0.46209016393442615,0.5268725891305883,0.6512935256924035
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],0.018882379450202793,0.04285714285714286,0.010184767913474538,0.5393794749403341,12.58552108194113,1.0,0.009375523079894418,2.0779422649888972,0.9382602008110975,0.19755244755244752,0.5187546753107968,0.38851202979403665
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02118071203244705,0.04285714285714286,0.011401532221721496,0.5382978723404255,12.560283687943262,1.0,0.010493787420330908,2.0730743910467413,0.9403001914411956,0.21660958904109587,0.5176246427437281,0.40216681209029687
['WOODLAND CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.024290220820189275,0.03402433528616494,0.013068949977467327,0.5380333951762523,15.813193429087466,1.0,0.012242491360106224,2.0910075633765346,0.9600822769992309,0.2888446215139442,0.521761653322185,0.46106967772057644
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.01978368634520054,0.044569625957638574,0.010590356016223525,0.5353075170842825,12.010590297371314,1.0,0.009708604515754695,2.0560486970813563,0.9352426936594748,0.19698239731768655,0.5136301968822333,0.3864606341740927
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG CARS BLUE'],0.018882379450202793,0.044569625957638574,0.010094637223974764,0.5346062052505968,11.994855100617535,1.0,0.009253056634689024,2.052950393455126,0.9342722051615189,0.18918918918918923,0.5128961697330665,0.38054880535532876
"['PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']","['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",0.020324470482199188,0.01726002703920685,0.010860748084722848,0.5343680709534369,30.959862909808784,1.0,0.010509947174642528,2.1105510847872275,0.9877761424244894,0.4064080944350759,0.5261900992551366,0.5818054453983894
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.023884632717440287,0.044569625957638574,0.01270842721946823,0.5320754716981133,11.938073525764544,1.0,0.011643898073116339,2.0418471703324665,0.9386537920014668,0.2279708973322555,0.5102473806415326,0.40860598660739844
['WOODEN PICTURE FRAME WHITE FINISH'],['WOODEN FRAME ANTIQUE WHITE '],0.04028841820639928,0.03722397476340694,0.021360973411446597,0.5302013422818792,14.243544534182686,1.0,0.019861278348874006,2.0493375394321767,0.9688251909195523,0.38041733547351525,0.5120374361184656,0.552025610608252
['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],['JUMBO BAG PINK VINTAGE PAISLEY'],0.020684993240198287,0.027670121676430823,0.010950878774222622,0.5294117647058824,19.13297566583637,1.0,0.010378522494390186,2.0662009914375847,0.9677521615306346,0.2927710843373494,0.516019978625488,0.462588618509293
['JUMBO BAG WOODLAND ANIMALS'],['JUMBO BAG RED RETROSPOT'],0.022577737719693555,0.0740423614240649,0.011942316358720144,0.5289421157684631,7.1437769622046225,1.0,0.010270607342340851,1.9656982073158622,0.8798838120706348,0.1410324640766365,0.49127490869237334,0.3451162191745541
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG  BLACK SKULL.'],0.01978368634520054,0.04835511491662911,0.010455159981973862,0.5284738041002278,10.929015575940406,1.0,0.009498517555277143,2.0182227273024145,0.9268366971633488,0.18125,0.5045145481358173,0.372345010158222
"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG SPACEBOY DESIGN '],0.01915277151870212,0.045110410094637225,0.010094637223974764,0.5270588235294118,11.683751542575072,1.0,0.009230647846317224,2.019045152784971,0.9322665403170228,0.1863560732113145,0.5047163761441148,0.3754175236528178
['SET OF 12 FAIRY CAKE BAKING CASES'],['SET OF 12 MINI LOAF BAKING CASES'],0.02118071203244705,0.016403785488958992,0.011131140153222172,0.525531914893617,32.03723404255319,1.0,0.010783696296538497,2.0730503175793236,0.9897499273044489,0.42078364565587734,0.5176190411201942,0.6020516717325227
['JUMBO STORAGE BAG SKULLS'],['JUMBO BAG RED RETROSPOT'],0.021360973411446597,0.0740423614240649,0.011221270842721946,0.5253164556962026,7.094809587278597,1.0,0.009639653929021778,1.9506840919333035,0.8778026084814484,0.13329764453961454,0.48735932992158143,0.33843424732466854
"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG SUKI DESIGN '],0.01915277151870212,0.041279855790896804,0.010049571879224875,0.5247058823529411,12.710942717698432,1.0,0.009258948232936857,2.017109214301331,0.9393181754967194,0.1994633273703041,0.5042410232871939,0.38407783200616485
['BLUE HARMONICA IN BOX '],['RED  HARMONICA IN BOX '],0.02338891392519153,0.025642181162685896,0.012257773771969356,0.5240847784200385,20.43838529550203,1.0,0.011658031003901129,2.047334850107555,0.9738497436259355,0.3333333333333333,0.5115601143860439,0.5010582064332179
['LUNCH BAG WOODLAND'],['LUNCH BAG RED RETROSPOT'],0.03780982424515548,0.05989184317260027,0.01978368634520054,0.5232419547079856,8.736447686207827,1.0,0.017519186281126108,1.9718768589454705,0.9203346943574311,0.25390399074609604,0.49286894084512733,0.4267827531252494
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.020594862550698513,0.044569625957638574,0.010770617395223073,0.5229759299781181,11.733908883937758,1.0,0.009852712074689463,2.0028976189787118,0.9340127723549423,0.19801159900579948,0.5007233567385709,0.3823170853126182
['GREEN REGENCY TEACUP AND SAUCER'],['REGENCY CAKESTAND 3 TIER'],0.03303289770166742,0.08490310950878774,0.01726002703920685,0.5225102319236017,6.154194292136264,1.0,0.014455431308249599,1.9164743449430246,0.8661196337662879,0.17144136078782451,0.47820851208434556,0.3629005512059622
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG SPACEBOY DESIGN '],0.01946822893195133,0.045110410094637225,0.010139702568724651,0.5208333333333334,11.54574592074592,1.0,0.009261482777788045,1.9928130571938008,0.9315231179336335,0.18625827814569534,0.4981967844950997,0.37280427905427904
['WOODEN STAR CHRISTMAS SCANDINAVIAN'],['WOODEN TREE CHRISTMAS SCANDINAVIAN'],0.019648490310950877,0.012483100495718793,0.010229833258224425,0.5206422018348624,41.70776338886497,1.0,0.009984559179083669,2.0600831013582135,0.9955853984420912,0.4670781893004115,0.514582688756245,0.6700683933362037
['ROSES REGENCY TEACUP AND SAUCER '],['REGENCY CAKESTAND 3 TIER'],0.037674628210905815,0.08490310950878774,0.01946822893195133,0.5167464114832535,6.08630725627038,1.0,0.01626953584725793,1.8936163377491417,0.8684139323363825,0.18881118881118883,0.47190992173807716,0.3730228872702892
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN '],0.020955385308697613,0.041279855790896804,0.010770617395223073,0.5139784946236559,12.451072921068693,1.0,0.009905582111637359,1.9725879073328891,0.9393705071476376,0.2092819614711033,0.4930517437105821,0.3874477625956707
"['LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SUKI DESIGN '],0.01978368634520054,0.041279855790896804,0.010139702568724651,0.5125284738041003,12.415946325014175,1.0,0.009323034849382439,1.966720295830824,0.9380158255814547,0.19911504424778761,0.49153928897776555,0.379080830788513
['VINTAGE HEADS AND TAILS CARD GAME '],['VINTAGE SNAP CARDS'],0.02199188823794502,0.03267237494366832,0.011266336187471835,0.5122950819672132,15.67976257772753,1.0,0.010547808969242446,1.9834280715440753,0.9572758271127085,0.25960539979231567,0.49582240246226233,0.4285613340870549
['PINK BLUE FELT CRAFT TRINKET BOX'],['PINK CREAM FELT CRAFT TRINKET BOX '],0.02077512392969806,0.0242000901306895,0.010635421360973412,0.5119305856832972,21.15407764676418,1.0,0.010132661489398474,1.9993055931100097,0.9729407547985157,0.3097112860892388,0.49982633798145126,0.4757045852066393
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']","['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.021225777377196935,0.01946822893195133,0.010860748084722848,0.5116772823779193,26.282682629550994,1.0,0.010447519791484946,2.00795853988283,0.9828131056827502,0.3640483383685801,0.5019817490562566,0.5347738263741448
['LUNCH BAG DOLLY GIRL DESIGN'],['LUNCH BAG RED RETROSPOT'],0.02726453357368184,0.05989184317260027,0.013925191527715187,0.5107438016528926,8.527768968154769,1.0,0.01229226835874614,1.9215048475695162,0.9074779995996862,0.19015384615384617,0.4795745629968691,0.37162472249687517
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.020955385308697613,0.045110410094637225,0.010680486705723299,0.5096774193548387,11.298443491991877,1.0,0.009735180680756813,1.9474721899385687,0.9310017334051943,0.19283970707892598,0.48651384848194207,0.3732203280590377
['LUNCH BAG VINTAGE LEAF DESIGN'],['LUNCH BAG APPLE DESIGN'],0.02708427219468229,0.03956737269040108,0.013789995493465525,0.5091514143094842,12.867961142969765,1.0,0.012718342001490263,1.956677996654471,0.9479624851314682,0.26086956521739124,0.4889297054958453,0.42883538824813616
['HAND WARMER SCOTTY DOG DESIGN'],['HAND WARMER BIRD DESIGN'],0.021406038756196486,0.021631365479945923,0.010860748084722848,0.5073684210526316,23.455219298245613,1.0,0.010397706236909676,1.986004706824896,0.9783072488470501,0.3375350140056022,0.4964765206429247,0.5047258771929825
['JUMBO BAG PEARS'],['JUMBO BAG VINTAGE LEAF'],0.02145110410094637,0.035060838215412345,0.010860748084722848,0.5063025210084034,14.440685014365647,1.0,0.0101086543942976,1.9545150681253778,0.9511545221795069,0.23790720631786777,0.4883641388556171,0.40803557927026857
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG SPACEBOY DESIGN '],0.020594862550698513,0.045110410094637225,0.010410094637223975,0.5054704595185996,11.205184312405319,1.0,0.009481051941719278,1.9309050556935876,0.929906900412583,0.1882640586797066,0.48210814558109044,0.36811984514391516
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG WOODLAND'],0.020955385308697613,0.03780982424515548,0.010590356016223525,0.5053763440860215,13.366270649903237,1.0,0.009798036580712155,1.94529752924349,0.9449873907401513,0.21983161833489243,0.48593981899062416,0.39273584784753995
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.02118071203244705,0.044569625957638574,0.010680486705723299,0.5042553191489362,11.313878192027193,1.0,0.00973647029292068,1.9272629862657076,0.9313394099043447,0.19394435351882164,0.48112945294631826,0.3719456575522234
['CHARLOTTE BAG SUKI DESIGN'],['RED RETROSPOT CHARLOTTE BAG'],0.02690401081568274,0.03402433528616494,0.013564668769716088,0.5041876046901173,14.818440990826094,1.0,0.01264927768518069,1.9482684859262147,0.9582985934441347,0.2863939105613701,0.48672372046063456,0.4514315506894295
['HOT WATER BOTTLE TEA AND SYMPATHY'],['CHOCOLATE HOT WATER BOTTLE'],0.02334384858044164,0.031861198738170345,0.011762054979720596,0.5038610038610039,15.814251309300815,1.0,0.011018291980785388,1.9513459107145048,0.9591562960982901,0.270746887966805,0.4875331972106166,0.4365132459191865
['PACK OF 60 DINOSAUR CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.023974763406940065,0.04691302388463272,0.012077512392969806,0.5037593984962406,10.738156630770009,1.0,0.010952783744631609,1.9206146639900585,0.9291503053575046,0.20536398467432948,0.4793333515831283,0.3806020815728081
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT']",['JUMBO BAG PINK POLKADOT'],0.01996394772420009,0.039837764758900406,0.010049571879224875,0.5033860045146726,12.635899819208808,1.0,0.009254252826129208,1.9334175918718504,0.9396189072829179,0.2019927536231884,0.4827811621224344,0.3778242239767933
['60 TEATIME FAIRY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.02992338891392519,0.04691302388463272,0.01505182514646237,0.503012048192771,10.722226080112957,1.0,0.013648028487634243,1.9177265216381933,0.9347053361455108,0.2436177972283005,0.47854921506442805,0.4119286946055113
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG CARS BLUE'],0.023569175304191076,0.044569625957638574,0.01185218566922037,0.502868068833652,11.282752727420363,1.0,0.01080171634178256,1.9218849447082884,0.933367857517021,0.21056845476381103,0.47967748914762215,0.3843966228900313
['HAND WARMER BIRD DESIGN'],['HAND WARMER SCOTTY DOG DESIGN'],0.021631365479945923,0.021406038756196486,0.010860748084722848,0.5020833333333333,23.455219298245613,1.0,0.010397706236909676,1.9653769932929945,0.9785325614331503,0.3375350140056022,0.49119176452528973,0.5047258771929825
['PLASTERS IN TIN SPACEBOY'],['PLASTERS IN TIN WOODLAND ANIMALS'],0.026453357368183866,0.026678684091933302,0.013249211356466877,0.5008517887563885,18.773481744095033,1.0,0.012543470592070083,1.949964547570086,0.9724581588410024,0.3322033898305085,0.48717016355700804,0.49873670518900504
['PACK OF 60 PINK PAISLEY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.030419107706173953,0.04691302388463272,0.01523208652546192,0.5007407407407407,10.67381079446401,1.0,0.013805034199092965,1.9090021034951719,0.934746915252466,0.24528301886792447,0.47616610889578875,0.41271427046643183
"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED ']",['ALARM CLOCK BAKELIKE PINK'],0.024155024785939613,0.028346101847679134,0.012077512392969806,0.5,17.63910969793323,1.0,0.011392811600254349,1.9433077963046417,0.9666574304978296,0.2987736900780379,0.485413478039052,0.46303656597774245
['HEART OF WICKER LARGE'],['HEART OF WICKER SMALL'],0.036818386660657954,0.04380351509689049,0.018386660657954034,0.49938800489596086,11.40063768378742,1.0,0.016773885902020752,1.9100550810900747,0.9471584544546308,0.29543808834178137,0.4764548887096508,0.459570545657857
['LUNCH BAG SUKI DESIGN '],['LUNCH BAG RED RETROSPOT'],0.041279855790896804,0.05989184317260027,0.020594862550698513,0.4989082969432314,8.33015433346148,1.0,0.018122535901482568,1.8761199818167715,0.9178426157487931,0.255592841163311,0.46698504909497657,0.4213879332722177
['JUMBO SHOPPER VINTAGE RED PAISLEY'],['JUMBO BAG RED RETROSPOT'],0.036097341144659754,0.0740423614240649,0.017981072555205046,0.49812734082397003,6.727599326161835,1.0,0.01530834017572438,1.8450051455207066,0.8832412275721798,0.19511002444987774,0.45799609154056037,0.37048789439250845
['PLASTERS IN TIN WOODLAND ANIMALS'],['PLASTERS IN TIN SPACEBOY'],0.026678684091933302,0.026453357368183866,0.013249211356466877,0.49662162162162166,18.773481744095033,1.0,0.012543470592070083,1.934025545094078,0.9726832857413732,0.3322033898305085,0.4829437478027952,0.49873670518900504
['PACK OF 72 SKULL CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.02253267237494367,0.04691302388463272,0.01117620549797206,0.49599999999999994,10.57275696445725,1.0,0.010119129700661722,1.8910455875304906,0.9262890584333497,0.19180201082753287,0.4711920185351553,0.36711623439000957
['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE PINK'],0.021631365479945923,0.028346101847679134,0.010680486705723299,0.49374999999999997,17.418620826709063,1.0,0.010067321816724381,1.9193163420292754,0.963430490528194,0.271788990825688,0.47898114651454016,0.4352692766295707
